district_real,recommended_crop,target_encoded,soil_ph,nitrogen,phosphorus,potassium,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,altitude_m,soil_ph_scaled,nitrogen_scaled,phosphorus_scaled,potassium_scaled,annual_rainfall_mm_scaled,avg_temperature_C_scaled,avg_humidity_pct_scaled,altitude_m_scaled
Nyarugenge,irish_potato,2,5.3,0.509,0.008,0.47,1399.3,21.97,65.6,1408,-1.174695035408093,0.8939397279316242,-1.6955512766985785,0.5363679815273338,2.8019266135397585,-0.006902757983880408,-1.0438027085841628,-0.4632418282303077
Nyarugenge,rice,4,6.48,0.612,0.113,0.306,756.4,23.91,96.9,1462,0.7937741985157979,1.4860793675819572,-0.12180083458820316,-0.2508256883500484,-0.8162819508859077,0.6928635436231687,2.4518564849188613,-0.19380199544638618
Nyarugenge,maize,3,6.49,0.406,0.06,0.5,968.1,25.73,78.3,1411,0.8104561411761695,0.30180008828129135,-0.916170105367726,0.6803668235780745,0.37515490257328304,1.3493453317287507,0.37456380123974775,-0.44827294863120093
Nyabihu,irish_potato,2,6.7,0.212,0.132,0.131,935.1,22.32,72.3,1323,1.1607769370439804,-0.813492048535841,0.16297305493653144,-1.0908189336460357,0.1894325777544201,0.11934373972873198,-0.2955306128502886,-0.8873600835383323
Burera,maize,3,6.19,0.266,0.146,0.387,1013.9,23.47,77.9,1757,0.30999786136501134,-0.5030499073599382,0.3728064472179146,0.13797118518695142,0.6329149776249169,0.5341536607844563,0.329890840300413,1.2781378317991108
Gatsibo,irish_potato,2,6.21,0.461,0.33,0.416,838.6,24.9,87.0,1229,0.34336174668575453,0.6179911579974886,3.1306167457732395,0.27717006583600057,-0.3536645236098307,1.0499607800102704,1.3462007016703008,-1.3563849776436772
Nyarugenge,rice,4,6.59,0.208,0.151,0.962,1084.7,25.52,71.1,1422,0.9772755677798884,-0.836487762697019,0.4477469444612659,2.8979489911594802,1.0313737835999324,1.2735974331011832,-0.4295494956682962,-0.39338705676780955
Rubavu,cassava,1,5.84,0.403,0.115,0.563,912.6,24.02,81.1,1326,-0.27387013174800773,0.28455330266040785,-0.09182463569086266,0.9827643918846296,0.06280371992337717,0.7325410143328466,0.6872745278150978,-0.8723912039392255
Huye,cassava,1,5.83,0.325,0.217,0.43,821.2,24.38,76.2,1548,-0.2905520744083793,-0.1638631234825629,1.4369615080735019,0.34436952545967964,-0.45159084033250374,0.8623945548372471,0.14003075630823567,0.23530588639467395
Nyarugenge,cassava,1,6.29,0.193,0.056,0.644,724.5,25.4,71.2,1428,0.47681728796873024,-0.9227216908014364,-0.9761225031624068,1.3715612654216298,-0.9958135315441418,1.2303129195997158,-0.41838125543346133,-0.36344929756959604
Burera,irish_potato,2,6.4,0.543,0.192,0.158,655.5,22.5,63.0,1744,0.6603186572328222,1.0894032983016373,1.0622590218567458,-0.961219975800369,-1.3841420288926733,0.18427050998093228,-1.3341769546898448,1.2132726868696482
Bugesera,maize,3,6.14,0.081,0.041,0.113,1065.8,18.51,78.3,1094,0.22658814806315042,-1.5666016873144197,-1.2009439948924607,-1.17721823887648,0.9250055430218557,-1.2549395639428425,0.37456380123974775,-2.0299845596034807
Muhanga,rice,4,6.54,0.692,0.225,0.084,555.8,22.54,73.6,1717,0.893865854478029,1.9459936508055167,1.5568663036628638,-1.3164171195255292,-1.9452485678151172,0.1986986811480876,-0.15034348979744772,1.0785527704776876
Gicumbi,cassava,1,6.07,0.533,0.049,0.373,1290.5,19.49,75.0,1916,0.1098145494405478,1.0319140128986923,-1.0810391993030986,0.07077172556327238,2.1896057365612047,-0.9014493703475305,0.006011873490228081,2.071488450551769
Nyaruguru,maize,3,6.69,0.386,0.194,0.444,588.2,25.97,85.6,1548,1.1440949943836087,0.18682151747540132,1.0922352207540864,0.41156898508335865,-1.7629030125384149,1.4359143587316838,1.189845338382625,0.23530588639467395
Nyarugenge,maize,3,4.79,0.303,0.12,0.645,678.8,21.91,78.5,1525,-2.025474111087062,-0.29033955136904194,-0.016884138447511597,1.3763612268233212,-1.2530108116720826,-0.028545014734613412,0.396900281709416,0.12054447613485555
Muhanga,irish_potato,2,5.57,0.428,0.081,0.293,737.7,25.59,74.2,1741,-0.7242825835780496,0.42827651616777,-0.6014200169456508,-0.31322518657203613,-0.9215246016165963,1.2988467326437056,-0.08333404838844312,1.1983038072705416
Kamonyi,rice,4,6.26,0.517,0.038,0.638,600.3,19.02,68.9,1713,0.426771459987614,0.9399311562539803,-1.2459082932384713,1.3427614970114816,-1.694804826771499,-1.0709803815616088,-0.6752507808346416,1.0585942643455453
Nyarugenge,maize,3,5.05,0.532,0.016,0.146,1103.7,16.9,66.4,1480,-1.5917436019173916,1.0261650843583978,-1.5756464811092166,-1.0188195126206654,1.1383048191017018,-1.8356734534208583,-0.9544567867054901,-0.1039887178517457
Nyarugenge,beans,0,5.8,0.368,0.031,0.506,692.2,27.81,72.4,1409,-0.34059790238949555,0.0833408037501003,-1.350824989379163,0.7091665919882226,-1.1775962918971499,2.099610232420843,-0.2843623726154537,-0.4582522016972721
Muhanga,irish_potato,2,6.28,0.273,0.137,0.249,735.9,24.59,74.5,1576,0.46013534530835865,-0.46280740757787664,0.23791355217988272,-0.5244234882464557,-0.9316549102430802,0.9381424534648146,-0.04982932768394162,0.3750154293196703
Muhanga,beans,0,6.37,0.254,0.262,0.252,537.9,22.15,83.3,1551,0.610272829251706,-0.5720370498434721,2.111425983263663,-0.5100236040413816,-2.045988859156258,0.05802401226831988,0.9329758129814447,0.25027476599378073
Bugesera,maize,3,5.75,0.388,0.104,0.412,793.3,19.63,79.0,1119,-0.42400761569135503,0.19831937455599033,-0.25669372962623543,0.25797022022923516,-0.6086106240429975,-0.8509507712624855,0.4527414828835857,-1.9052438962775913
Muhanga,beans,0,6.05,0.034,0.033,0.464,991.9,18.37,72.2,1591,0.07645066411980313,-1.836801328708261,-1.3208487904818225,0.5075682131171858,0.5091000944123415,-1.3054381630278875,-0.3066988530851219,0.449859827315204
Muhanga,irish_potato,2,6.19,0.495,0.104,0.132,1482.5,20.25,78.4,1607,0.30999786136501134,0.8134547283675012,-0.25669372962623543,-1.0860189722443443,3.270171990052771,-0.6273141181715727,0.3857320414745827,0.5296938518437734
Nyarugenge,irish_potato,2,5.97,0.47,0.227,0.148,762.7,22.31,84.1,1472,-0.057004877163172575,0.6697315148601387,1.5868425025602044,-1.0092195898172827,-0.7808258706932153,0.11573669693694251,1.022321734860116,-0.14390573011603036
Gisagara,cassava,1,5.86,0.31,0.131,0.539,925.9,21.21,91.0,1595,-0.24050624642726307,-0.2500970515869804,0.1479849554878612,0.8675653182440376,0.1376554447746156,-0.2810380101598369,1.7929303110636585,0.46981833344734636
Muhanga,maize,3,6.45,0.231,0.115,0.201,806.8,28.77,80.2,1661,0.7437283705346817,-0.7042624062702455,-0.09182463569086266,-0.7548216355276407,-0.5326333093443717,2.4458863404325792,0.5867603657015933,0.7991336846276949
Nyaruguru,rice,4,5.65,0.304,0.117,0.219,930.6,23.31,82.2,1548,-0.5908270422950739,-0.2845906228287474,-0.06184843679352215,-0.6684223302971963,0.16410680618821152,0.4764409761158336,0.810125170398272,0.23530588639467395
Musanze,rice,4,5.92,0.533,0.203,0.346,677.6,20.02,59.8,1756,-0.14041459046503202,1.0319140128986923,1.2271281157921188,-0.05882723228239433,-1.2597643507564045,-0.7102761023827178,-1.691560642204531,1.2731482052660752
Nyarugenge,cassava,1,4.62,0.269,0.14,0.173,889.7,16.93,81.7,1380,-2.3090671363133852,-0.48580312173905466,0.2828778505258935,-0.8892205547749987,-0.06607631760243972,-1.824852325045491,0.7542839692241023,-0.6029513711553041
Muhanga,irish_potato,2,5.87,0.689,0.121,0.543,777.4,18.51,67.9,1588,-0.22382430376689147,1.9287468651846331,-0.0018960389988413428,0.886765163850803,-0.6980950169102677,-1.2549395639428425,-0.786933183182981,0.4348909477160973
Nyagatare,rice,4,5.74,0.546,0.129,0.398,726.0,19.5,78.4,1314,-0.44068955835172663,1.1066500839225208,0.1180087565905207,0.19077076060555637,-0.987371607688739,-0.897842327555741,0.3857320414745827,-0.9322667223356526
Nyarugenge,rice,4,6.02,0.268,0.057,0.126,839.1,21.52,68.3,1415,0.026404836138686872,-0.4915520502793491,-0.9611344037137366,-1.1148187406544925,-0.35085054899136303,-0.16921968361438114,-0.7422602222436462,-0.4283144424990586
Nyarugenge,beans,0,5.88,0.635,0.135,0.614,971.2,23.67,65.8,1362,-0.20714236110651987,1.6183047240087307,0.2079373532825422,1.227562423370889,0.39260154520778245,0.6062945166202355,-1.0214662281144946,-0.6927646487499445
Muhanga,maize,3,7.36,0.035,0.193,0.242,893.1,22.93,73.8,1744,2.261785152628529,-1.8310524001679664,1.0772471213054162,-0.5580232180582952,-0.04694129019686003,0.33937335002785535,-0.1280070093277795,1.2132726868696482
Muhanga,irish_potato,2,5.42,0.231,0.075,0.28,1078.6,19.22,71.3,1573,-0.9745117234836295,-0.7042624062702455,-0.6913486136376724,-0.37562468479402356,0.9970432932546266,-0.9988395257258309,-0.407213015198628,0.36004654972056355
Huye,maize,3,4.97,0.436,0.154,0.253,368.7,23.8,67.5,1698,-1.7251991432003675,0.47426794449012605,0.49271124280727663,-0.5052236426396902,-2.9982378700457004,0.653186072913491,-0.8316061441223174,0.9837498663500115
Musanze,rice,4,6.53,0.347,0.146,0.252,883.0,21.07,80.6,1833,0.8771839118176574,-0.03738669559608421,0.3728064472179146,-0.5100236040413816,-0.10378357748990609,-0.3315366092448819,0.6314333266409281,1.6573494483098152
Nyarugenge,irish_potato,2,6.51,0.818,0.069,0.644,968.7,15.42,79.9,1468,0.8438200264969127,2.6703586468826233,-0.7812772103296938,1.3715612654216298,0.3785316721154443,-2.3695157866056165,0.5532556449970918,-0.1638642362481727
Musanze,irish_potato,2,5.85,0.207,0.044,0.638,1166.1,18.84,88.4,1719,-0.25718818908763613,-0.8422366912373135,-1.15597969654645,1.3427614970114816,1.4894888514864602,-1.135907151813809,1.5025560649579766,1.0885320235437588
Nyamasheke,cassava,1,5.6,0.121,0.094,0.693,1021.1,20.31,69.6,1331,-0.6742367555969349,-1.3366445457026401,-0.40657472411293777,1.6067593741045059,0.6734362121308508,-0.6056718614208396,-0.5970730991908053,-0.8474430712740476
Ngororero,irish_potato,2,6.32,0.617,0.155,0.102,1037.6,17.24,67.5,1432,0.5268631159498465,1.5148240102834296,0.5076993422559469,-1.230017814295085,0.7662973745402817,-1.7130339985000353,-0.8316061441223174,-0.3434907914374537
Gakenke,cassava,1,6.22,0.316,0.069,0.02,1156.4,23.18,84.2,1909,0.36004368934612613,-0.2156034803452134,-0.7812772103296938,-1.623614649233776,1.4348977438881894,0.4295494198225781,1.0334899750949509,2.0365610648205195
Gisagara,maize,3,5.98,0.413,0.005,0.415,1056.6,20.82,64.2,1477,-0.0403229345027995,0.3420425880633525,-1.740515575044589,0.2723701044343092,0.8732284100420512,-0.42171267903960463,-1.2001580718718372,-0.11895759745085245
Gisagara,rice,4,5.91,0.348,0.168,0.207,1056.5,22.38,63.5,1541,-0.15709653312540361,-0.03163776705578971,0.7025446350886602,-0.7260218671174926,0.8726656151183583,0.140985996479465,-1.278335753515675,0.20037850066342489
Nyarugenge,irish_potato,2,6.25,0.348,0.005,0.02,842.0,21.28,84.3,1477,0.4100895173272424,-0.03163776705578971,-1.740515575044589,-1.623614649233776,-0.334529496204251,-0.25578871061731445,1.044658215329784,-0.11895759745085245
Nyarugenge,irish_potato,2,5.57,0.36,0.189,0.377,1010.2,20.2,72.9,1461,-0.7242825835780496,0.0373493754277443,1.017294723510735,0.08997157117003782,0.6120915654482568,-0.6453493321305175,-0.22852117144128403,-0.19879162197942177
Kicukiro,rice,4,6.93,0.425,0.175,0.674,752.8,24.27,71.6,1450,1.5444616182325344,0.4110297305468865,0.8074613312293516,1.5155601074723706,-0.8365425681388747,0.8227170841275693,-0.3737082944941265,-0.2536775138428132
Kicukiro,rice,4,5.49,0.198,0.089,0.28,640.7,19.65,61.8,1472,-0.8577381248610253,-0.8939770480999638,-0.48151522135628905,-0.37562468479402356,-1.4674356775993147,-0.8437366856789078,-1.4681958375078523,-0.14390573011603036
Gisagara,irish_potato,2,7.01,0.426,0.184,0.407,918.7,15.89,55.0,1505,1.6779171595155102,0.41677865908718104,0.9423542262673839,0.23397041322077833,0.09713421026868227,-2.1999847753915374,-2.2276361734765597,0.020751945474143885
Ngororero,rice,4,6.02,0.05,0.044,0.386,1059.4,25.73,71.9,1419,0.026404836138686872,-1.7448184720635493,-1.15597969654645,0.13317122378526006,0.888986667905471,1.3493453317287507,-0.3402035737896234,-0.40835593636691625
Muhanga,beans,0,6.11,0.552,0.188,0.684,1041.1,21.28,66.2,1555,0.17654232008203566,1.1411436551642877,1.0023066240620648,1.5635597214892842,0.785995196869555,-0.25578871061731445,-0.9767932671751584,0.2702332721259231
Bugesera,maize,3,6.15,0.522,0.126,0.427,922.5,24.94,72.8,1093,0.2432700907235235,0.9686757989554527,0.07304445824450993,0.32996964125460554,0.11852041736903593,1.064388951177427,-0.2396894116761189,-2.0349741861365165
Bugesera,maize,3,7.01,0.396,0.15,0.534,967.4,24.57,79.9,1242,1.6779171595155102,0.24431080287834633,0.4327588450125956,0.8435655112355808,0.37121533810742813,0.9309283678812369,0.5532556449970918,-1.2915198327142146
Bugesera,maize,3,6.32,0.202,0.131,0.533,1036.6,20.02,82.3,1151,0.5268631159498465,-0.8709813339387859,0.1479849554878612,0.8387655498338894,0.7606694253033465,-0.7102761023827178,0.8212934106331053,-1.7455758472204526
Gisagara,beans,0,6.95,0.02,0.181,0.208,561.2,24.31,87.6,1495,1.577825503553279,-1.917286328272384,0.8973899279213731,-0.7212219057158012,-1.9148576419356664,0.8371452552947246,1.4132101430793038,-0.02914431985621195
Gicumbi,cassava,1,5.98,0.388,0.087,0.101,1018.9,19.71,77.0,1933,-0.0403229345027995,0.19831937455599033,-0.5114914202536296,-1.2348177756967762,0.6610547238095931,-0.8220944289281735,0.22937667818690688,2.1563121016133735
Musanze,irish_potato,2,5.79,0.364,0.154,0.443,982.8,15.21,84.8,1693,-0.35727984504986715,0.060345089588922304,0.49271124280727663,0.4067690236816673,0.4578857563562307,-2.4452636852331833,1.1004994165039539,0.9588017336848336
Bugesera,rice,4,5.75,0.126,0.239,0.358,1231.3,20.35,82.9,1168,-0.42400761569135503,-1.3078999030011675,1.766699695944247,-0.0012276954620980176,1.8564311417346382,-0.5912436902536831,0.88830285204211,-1.6607521961588476
Nyaruguru,irish_potato,2,5.55,0.725,0.005,0.153,1297.6,24.13,84.3,1684,-0.7576464688987943,2.1357082926352353,-1.740515575044589,-0.9852197828088258,2.229564176143444,0.7722184850425243,1.044658215329784,0.9138950948875133
Muhanga,cassava,1,6.01,0.414,0.095,0.292,718.6,19.21,82.0,1687,0.009722893478315278,0.34779151660364704,-0.3915866246642675,-0.3180251479737275,-1.0290184320420597,-1.0024465685176192,0.7877886899286038,0.9288639744866201
Nyarugenge,cassava,1,5.31,0.385,0.035,0.373,914.0,22.31,69.2,1511,-1.1580130927477215,0.18107258893510683,-1.2908725915844819,0.07077172556327238,0.07068284885508638,0.11573669693694251,-0.6417460601301401,0.05068970467235738
Huye,irish_potato,2,6.56,0.139,0.215,0.487,1005.7,22.12,89.7,1561,0.9272297397987721,-1.233163831977339,1.4069853091761613,0.6179673253560869,0.5867657938820482,0.047202883892954024,1.6477431880108175,0.30017103132413653
Nyamagabe,maize,3,5.39,0.267,0.141,0.399,839.6,20.89,83.2,1475,-1.0245575514647458,-0.49730097881964364,0.29786594997456334,0.19557072200724773,-0.3480365743728954,-0.39646337949708216,0.9218075727466115,-0.1289368505169236
Gisagara,cassava,1,6.4,0.488,0.041,0.147,781.4,20.99,90.3,1479,0.6603186572328222,0.7732122285854398,-1.2009439948924607,-1.014019551218974,-0.6755832199625267,-0.3603929515791938,1.7147526294198205,-0.10897834438478128
Nyaruguru,irish_potato,2,4.79,0.285,0.197,0.293,844.5,24.26,65.4,1594,-2.025474111087062,-0.3938202650943429,1.1371995191000972,-0.31322518657203613,-0.3204596231119129,0.8191100413357811,-1.0661391890538294,0.4648287069143108
Nyarugenge,cassava,1,5.66,0.297,0.209,0.119,711.3,18.9,69.2,1346,-0.5741450996347023,-0.32483312261080893,1.3170567124841397,-1.1484184704663318,-1.0701024614716872,-1.114264895063076,-0.6417460601301401,-0.7725986732785138
Kicukiro,irish_potato,2,5.7,0.656,0.23,0.306,986.7,17.26,65.9,1493,-0.5074173289932145,1.7390322233549154,1.6318068009062152,-0.2508256883500484,0.47983475838027867,-1.7058199129164564,-1.0102979878796599,-0.03912357292228311
Nyamagabe,irish_potato,2,6.46,0.276,0.075,0.235,967.1,16.93,63.6,1474,0.7604103131950533,-0.44556062195699314,-0.6913486136376724,-0.5916229478701347,0.36952695333634783,-1.824852325045491,-1.2671675132808409,-0.1339264770499592
Gakenke,beans,0,6.38,0.16,0.159,0.22,672.9,22.48,69.2,1938,0.6269547719120776,-1.1124363326311548,0.5676517400506279,-0.663622368895505,-1.2862157121700004,0.1770564243973546,-0.6417460601301401,2.1812602342785516
Gicumbi,maize,3,5.02,0.642,0.146,0.043,831.1,25.85,82.7,1859,-1.641789429898508,1.6585472237907923,0.3728064472179146,-1.513215536994875,-0.39587414288684497,1.392629845230218,0.8659663715724417,1.7870797381687404
Nyaruguru,irish_potato,2,5.83,0.481,0.005,0.203,1121.6,23.98,84.0,1575,-0.2905520744083793,0.7329697288033783,-1.740515575044589,-0.745221712724258,1.239045110442842,0.7181128431656912,1.0111534946252827,0.3700258027866347
Nyagatare,beans,0,5.52,0.615,0.267,0.528,1110.1,22.46,83.5,1279,-0.8076922968799105,1.5033261532028408,2.186366480507014,0.8147657428254326,1.1743236942180866,0.16984233881377694,0.955312293451113,-1.106903650991898
Muhanga,rice,4,5.32,0.378,0.09,0.918,878.4,23.56,66.8,1619,-1.1413311500873484,0.14083008915304532,-0.4665271219076188,2.6867506894850615,-0.12967214397980834,0.5666170459105564,-0.9097838257661554,0.5895693702402004
Musanze,cassava,1,6.69,0.223,0.108,0.172,1223.3,21.92,74.1,1785,1.1440949943836087,-0.7502538345926015,-0.19674133183155443,-0.8940205161766901,1.8114075478391563,-0.024937971942823937,-0.09450228862327802,1.4178473747241072
Rwamagana,rice,4,6.14,0.142,0.035,0.653,1134.2,21.11,71.6,1284,0.22658814806315042,-1.2159170463564557,-1.2908725915844819,1.414760918036852,1.3099572708282268,-0.31710843807772654,-0.3737082944941265,-1.08195551832672
Nyarugenge,cassava,1,5.23,0.73,0.104,0.184,840.5,23.47,80.6,1509,-1.2914686340306956,2.1644529353367075,-0.25669372962623543,-0.8364209793563938,-0.34297142005965386,0.5341536607844563,0.6314333266409281,0.04071045160628622
Nyarugenge,maize,3,5.8,0.525,0.043,0.538,861.1,19.07,76.9,1493,-0.34059790238949555,0.9859225845763363,-1.1709677959951201,0.8627653568423462,-0.22703566577878775,-1.052945167602664,0.21820843795207356,-0.03912357292228311
Musanze,maize,3,5.69,0.453,0.104,0.703,931.4,19.52,80.1,1718,-0.524099271653586,0.5719997296751326,-0.25669372962623543,1.6547589881214195,0.16860916557775946,-0.8906282419721633,0.5755921254667584,1.0835423970107232
Nyamagabe,irish_potato,2,6.25,0.534,0.238,0.126,1187.6,26.37,72.5,1509,0.4100895173272424,1.0376629414389869,1.7517115964955767,-1.1148187406544925,1.6104897600805679,1.5801960704032412,-0.2731941323806204,0.04071045160628622
Ruhango,maize,3,6.52,0.446,0.012,0.376,931.3,19.82,89.3,1644,0.8605019691572843,0.5317572298930711,-1.6355988789038975,0.08517160976834645,0.1680463706540658,-0.7824169582184957,1.6030702270714812,0.7143100335660899
Bugesera,maize,3,6.36,0.307,0.181,0.533,1026.2,20.78,83.8,1137,0.5935908865913344,-0.2673438372078639,0.8973899279213731,0.8387655498338894,0.7021387532392207,-0.43614085020675997,0.9888170141556145,-1.8154306186829507
Nyarugenge,cassava,1,6.51,0.291,0.083,0.416,528.3,27.01,71.1,1474,0.8438200264969127,-0.35932669385257593,-0.5714438180483103,0.27717006583600057,-2.1000171718308365,1.8110468090777316,-0.4295494956682962,-0.1339264770499592
Huye,cassava,1,7.05,0.394,0.136,0.442,621.4,22.88,82.9,1561,1.744644930156998,0.23281294579775733,0.22292545273121248,0.4019690622799759,-1.5760550978721652,0.32133813606891054,0.88830285204211,0.30017103132413653
Nyagatare,irish_potato,2,5.63,0.304,0.144,0.687,768.0,20.98,69.2,1311,-0.6241909276158186,-0.2845906228287474,0.34283024832057407,1.5779596056943583,-0.7509977397374589,-0.363999994370982,-0.6417460601301401,-0.9472356019347593
Muhanga,cassava,1,5.81,0.02,0.168,0.13,1121.5,24.18,94.3,1672,-0.323915959729124,-1.917286328272384,0.7025446350886602,-1.095618895047727,1.238482315519149,0.7902536990014691,2.161482238813178,0.8540195764910863
Gatsibo,maize,3,5.5,0.187,0.097,0.452,626.9,22.09,58.7,1231,-0.8410561822006537,-0.9572152620432034,-0.36161042576692703,0.4499686762968895,-1.5451013770690214,0.03638175551758688,-1.8144112847877039,-1.346405724577606
Rwamagana,maize,3,6.0,0.602,0.114,0.509,1094.3,23.81,79.9,1193,-0.006959049182056315,1.4285900821790123,-0.10681273513953292,0.7235664761932967,1.0854020962745101,0.6567931157052791,0.5532556449970918,-1.536011532832958
Gicumbi,irish_potato,2,6.22,0.217,0.167,0.346,1153.5,19.9,76.1,1888,0.36004368934612613,-0.7847474058343685,0.68755653563999,-0.05882723228239433,1.4185766911010766,-0.753560615884185,0.1288625160734008,1.9317789076267722
Rwamagana,cassava,1,5.71,0.547,0.106,0.457,597.4,21.79,76.6,1139,-0.49073538633284286,1.1123990124628154,-0.22671753072889494,0.4739684833053463,-1.711125879558611,-0.0718295282360807,0.18470371724757048,-1.8054513656168796
Gicumbi,irish_potato,2,6.31,0.5,0.053,0.211,1004.6,25.86,68.3,1779,0.5101811732894734,0.8421993710689738,-1.0210868015084176,-0.7068220215107273,0.5805750497214194,1.3962368880220062,-0.7422602222436462,1.3879096155258936
Bugesera,maize,3,5.88,0.542,0.061,0.598,936.6,18.81,87.4,1098,-0.20714236110651987,1.0836543697613428,-0.9011820059190557,1.1507630409438272,0.19787450160982295,-1.1467282801891763,1.3908736626096372,-2.0100260534713383
Nyarugenge,irish_potato,2,5.59,0.531,0.1,0.076,1109.6,21.95,80.0,1462,-0.6909186982573065,1.0204161558181033,-0.31664612742091625,-1.3548168107390601,1.171509719599619,-0.014116843567458076,0.5644238852319251,-0.19380199544638618
Nyaruguru,rice,4,5.94,0.43,0.164,0.402,1079.1,22.57,60.5,1532,-0.10705070514428736,0.43977437324835905,0.6425922372939792,0.2099706062123218,0.9998572678730941,0.20951980952345475,-1.6133829605606933,0.15547186186610462
Nyabihu,irish_potato,2,5.75,0.429,0.006,0.348,1073.7,21.06,78.2,1215,-0.42400761569135503,0.43402544470806453,-1.725527475595919,-0.04922730947901161,0.9694663419936447,-0.33514365203667135,0.3633955610049145,-1.4262397491061753
Nyarugenge,cassava,1,6.13,0.368,0.185,0.576,848.3,22.93,75.3,1342,0.20990620540277885,0.0833408037501003,0.9573423257160542,1.0451638901066174,-0.29907341601155923,0.33937335002785535,0.03951659419472958,-0.7925571794106562
Bugesera,rice,4,5.84,0.239,0.165,0.644,778.6,22.42,79.8,1205,-0.27387013174800773,-0.6582709779478897,0.6575803367426495,1.3715612654216298,-0.6913414778259451,0.1554141676466216,0.5420874047622569,-1.4761360144365312
Rutsiro,irish_potato,2,6.56,0.538,0.148,0.246,1097.6,23.1,73.2,1352,0.9272297397987721,1.0606586556001647,0.4027826461152551,-0.5388233724515298,1.1039743287563961,0.40069307748826744,-0.19501645073678253,-0.7426609140803003
Nyarugenge,cassava,1,5.44,0.501,0.14,0.429,805.9,24.85,66.8,1459,-0.9411478381628848,0.8479482996092683,0.2828778505258935,0.33956956405798827,-0.5376984636576133,1.031925566051327,-0.9097838257661554,-0.20877087504549294
Nyarugenge,rice,4,6.59,0.02,0.188,0.047,925.5,21.81,67.4,1355,0.9772755677798884,-1.917286328272384,1.0023066240620648,-1.4940156913881095,0.13540426507984166,-0.06461544265250303,-0.8427743843571507,-0.7276920344811936
Nyarugenge,maize,3,6.41,0.184,0.005,0.162,745.5,22.22,89.7,1504,0.6770005998931938,-0.9744620476640868,-1.740515575044589,-0.9420201301936035,-0.8776265975685017,0.08327331181084235,1.6477431880108175,0.0157623189411083
Burera,cassava,1,6.04,0.651,0.053,0.684,672.2,20.91,74.2,1623,0.05976872145943154,1.7102875806534428,-1.0210868015084176,1.5635597214892842,-1.2901552766358546,-0.3892492939135045,-0.08333404838844312,0.6095278763723427
Nyarugenge,irish_potato,2,6.03,0.624,0.122,0.769,881.6,22.35,74.2,1348,0.04308677879905995,1.5550665100654912,0.013092060449828911,1.9715564406330492,-0.1116627064216153,0.13016486810409914,-0.08333404838844312,-0.7626194202124427
Gakenke,rice,4,6.66,0.361,0.165,0.458,748.3,21.18,85.5,1852,1.0940491664024925,0.0430983039680388,0.6575803367426495,0.47876844470703767,-0.8618683397050834,-0.29185913853520407,1.1786770981477919,1.7521523524374913
Nyarugenge,rice,4,6.87,0.225,0.227,0.02,825.6,17.15,84.6,1443,1.4443699622703035,-0.7387559775120125,1.5868425025602044,-1.623614649233776,-0.4268278636899888,-1.7454973836261356,1.0781629360342857,-0.28860489957406227
Gisagara,rice,4,6.87,0.02,0.169,0.556,805.6,23.41,75.1,1545,1.4443699622703035,-1.917286328272384,0.7175327345373305,0.9491646620727907,-0.5393868484286937,0.5125114040337232,0.017180113725061386,0.22033700679556723
Nyarugenge,beans,0,6.04,0.156,0.204,0.596,1034.4,24.41,69.6,1341,0.05976872145943154,-1.1354320467923327,1.2421162152407885,1.1411631181404445,0.74828793698209,0.8732156832126143,-0.5970730991908053,-0.7975468059436918
Ngororero,rice,4,6.57,0.063,0.151,0.24,893.3,23.15,68.7,1474,0.9439116824591453,-1.6700824010397208,0.4477469444612659,-0.567623140861678,-0.04581570034947337,0.41872829144721097,-0.6975872613043098,-0.1339264770499592
Huye,beans,0,6.07,0.332,0.151,0.062,1090.4,19.5,83.1,1549,0.1098145494405478,-0.1236206237005014,0.4477469444612659,-1.422016270362739,1.0634530942504634,-0.897842327555741,0.9106393325117765,0.24029551292770954
Nyarugenge,cassava,1,5.65,0.02,0.025,0.438,975.1,23.96,76.0,1396,-0.5908270422950739,-1.917286328272384,-1.4407535860711842,0.3827692166732105,0.4145505472318297,0.7108987575821135,0.11769427583856748,-0.5231173466267347
Muhanga,cassava,1,5.57,0.194,0.005,0.239,831.0,20.72,76.1,1633,-0.7242825835780496,-0.9169727622611419,-1.740515575044589,-0.5724231022633692,-0.3964369378105386,-0.45778310695749425,0.1288625160734008,0.6594241417026986
Nyarugenge,cassava,1,5.56,0.388,0.113,0.116,876.0,20.68,76.8,1479,-0.7409645262384227,0.19831937455599033,-0.12180083458820316,-1.162818354671406,-0.14317922214845277,-0.4722112781246496,0.2070401977172387,-0.10897834438478128
Nyamagabe,irish_potato,2,5.68,0.437,0.102,0.352,841.8,20.82,64.4,1500,-0.5407812143139591,0.48001687303042057,-0.286669928523576,-0.030027463872246175,-0.3356550860516383,-0.42171267903960463,-1.1778215914021688,-0.004196187191034032
Muhanga,rice,4,5.25,0.434,0.147,0.02,1040.8,20.68,67.7,1733,-1.2581047487099524,0.462770087409537,0.38779454666658486,-1.623614649233776,0.7843068120984747,-0.4722112781246496,-0.8092696636526492,1.158386795006257
Gicumbi,beans,0,5.78,0.339,0.176,0.02,1095.2,23.49,75.2,1813,-0.37396178771023875,-0.08337812391843989,0.8224494306780218,-1.623614649233776,1.0904672505877524,0.5413677463680339,0.028348353959896277,1.5575569176491035
